Supplier name;Transaction value;Transaction date;Supplier org number;Supplier country;Revenue;ebit;ebit_margin;financial_data_year
GAS TANKS INC.;1295245,85;2019-11-06;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1293883,839;2017-12-06;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GAS TANKS INC.;1289402,01;2017-04-30;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GAS TANKS INC.;1288048,89;2019-03-31;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1281114,625;2018-03-06;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1280359,369;2020-11-16;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1280276,75;2017-06-29;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GAS TANKS INC.;1270927,59;2019-10-14;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1269350,816;2018-11-21;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1258719,703;2018-08-20;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1257520,444;2020-03-25;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1253756,796;2020-12-30;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1251948,288;2018-04-10;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1234634,722;2018-07-28;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1233804,818;2020-07-30;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1227479,748;2018-12-28;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GAS TANKS INC.;1218971,86;2017-10-09;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1218889,695;2018-07-09;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1213217,14;2019-04-25;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;1212506,24;2018-02-22;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1209829,243;2018-11-17;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1203112,443;2020-05-03;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;1202078,83;2017-12-29;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1200740,047;2020-02-02;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1198504,91;2020-04-21;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1192193,59;2018-11-05;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1190682,225;2020-03-23;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1188024,463;2018-05-20;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1187145,395;2020-12-11;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1185464,3;2018-08-14;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GAS TANKS INC.;1178605,35;2019-08-28;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1177009,924;2020-12-29;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;1176630,05;2018-12-05;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1169684,113;2020-11-24;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1167565,274;2020-05-11;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1167072,518;2018-03-01;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1165894,077;2019-05-22;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;1162460,013;2017-08-03;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GAS TANKS INC.;1159679,44;2017-09-29;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1156449,426;2017-09-10;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GAS TANKS INC.;1147665,46;2019-10-12;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GAS TANKS INC.;1144804,75;2019-10-16;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1142354,438;2018-12-12;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GAS TANKS INC.;1142259,36;2017-09-29;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1141901,548;2019-08-31;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;1141825,37;2017-12-28;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1141434,822;2019-04-28;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;1137802,271;2020-11-12;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1132953,136;2020-10-14;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;1131806,76;2019-03-14;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1131362,118;2018-08-04;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1130711,375;2020-11-09;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1127989,515;2020-10-29;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1127456,414;2020-06-16;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1125828,445;2020-11-10;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1124836,368;2020-07-24;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;1124443,56;2017-05-31;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1124403,506;2020-05-16;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1122220,108;2020-11-10;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;1121489,37;2019-06-24;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1116521,812;2019-12-26;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
MANAGEMENT CONSULTING ESTONIA;1114919,584;2020-01-30;;Estonia;;;;
GAS TANKS INC.;1112644,48;2018-11-01;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1110617,415;2018-11-14;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GAS TANKS INC.;1110417,26;2017-03-30;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1106753,091;2019-03-24;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;1105219,945;2019-12-19;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;1104024,007;2019-04-10;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
MANAGEMENT CONSULTING GERMANY GMBH;1103475,103;2020-01-07;;Germany;;;;
GENERAL MANUFACTURING EQUIPMENT AS;1103298,454;2018-09-03;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1103142,764;2018-10-31;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1099221,143;2017-09-01;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;1098053,627;2018-10-31;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GAS TANKS INC.;1097747,2;2019-08-06;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1096508,34;2019-03-18;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;1095899,317;2019-10-25;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;1094847,1;2017-07-05;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GAS TANKS INC.;1093666,93;2018-07-16;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1093157,473;2020-07-25;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;1092445,58;2019-12-10;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GAS TANKS INC.;1090433,46;2017-08-11;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GAS TANKS INC.;1086896,35;2017-05-22;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
CLEAN FACILITY AS;1086178,253;2020-07-28;914791723;Norway;440888270,5;-1485275,271;-0,003368825;2020
GENERAL MANUFACTURING EQUIPMENT AS;1082325,303;2018-12-15;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1081286,147;2018-09-02;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GAS TANKS INC.;1078581,84;2017-07-17;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1078213,591;2019-09-01;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;1078067,822;2020-12-21;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1075998,714;2019-06-23;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;1074774,51;2018-07-17;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1074057,226;2018-07-25;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1073737,448;2020-09-07;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1073431,345;2018-09-27;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GAS TANKS INC.;1071187,87;2017-09-08;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GAS TANKS INC.;1070394,05;2017-06-28;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GAS TANKS INC.;1068707,51;2019-08-15;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GAS TANKS INC.;1066552,08;2019-12-06;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1062942,042;2017-12-16;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;1060625,81;2017-09-26;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;1060062,141;2018-07-08;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GAS TANKS INC.;1056344,92;2017-06-13;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GAS TANKS INC.;1055774,76;2019-02-23;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1055157,549;2019-11-11;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;1054509,15;2019-10-25;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1052556,315;2019-10-09;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;1052364,34;2017-01-25;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GAS TANKS INC.;1052223,4;2017-04-10;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1048894,122;2018-11-23;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1047645,854;2020-04-30;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1046450,561;2019-11-15;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;1046199,045;2019-04-14;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;1046029,64;2017-02-04;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1045201,436;2020-09-30;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1042389,165;2019-09-20;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;1040756,555;2020-08-25;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;1040326,46;2019-12-15;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GAS TANKS INC.;1039265,63;2019-08-11;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1039160,918;2019-03-13;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;1034173,8;2019-07-02;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GAS TANKS INC.;1031413,89;2019-12-16;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GAS TANKS INC.;1031237,2;2019-03-06;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GAS TANKS INC.;1030774,68;2018-02-16;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1026663,381;2017-08-06;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;1025606,671;2020-05-19;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;1023131,05;2017-09-06;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GENERAL MANUFACTURING EQUIPMENT AS;1022693,588;2020-07-26;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;1021214,61;2019-06-24;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1020579,661;2017-12-23;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;1020292,549;2020-10-03;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1017558,815;2020-12-23;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1014113,985;2018-08-10;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;1011375,993;2019-02-25;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;1010521,8;2019-10-04;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1010378,009;2017-11-27;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;1009653,196;2019-06-03;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;1006201,29;2018-08-17;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1005294,145;2017-08-18;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;1005121,85;2018-03-01;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GAS TANKS INC.;1005021,32;2019-12-20;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;1002219,902;2020-10-09;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;1000213,295;2020-08-19;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
CLEAN FACILITY AS;1000039,083;2020-01-02;914791723;Norway;440888270,5;-1485275,271;-0,003368825;2020
GENERAL MANUFACTURING EQUIPMENT AS;997258,5783;2018-10-06;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GAS TANKS INC.;995589,69;2019-07-13;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;995115,0201;2019-06-11;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;994150,5803;2020-08-21;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;993408,4974;2019-08-24;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;991679,2769;2020-12-15;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;990996,97;2019-09-21;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;988803,6901;2018-12-15;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;987656,2012;2017-10-09;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;986904,0189;2020-04-21;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;985355,5989;2019-11-29;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;983525,5847;2019-07-28;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;983276,8781;2020-10-04;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;979737,5179;2020-04-21;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;978906,7537;2017-12-19;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GAS TANKS INC.;977808,64;2019-03-06;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GAS TANKS INC.;975980,43;2019-07-07;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;974505,8248;2020-06-20;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;972753,7122;2020-04-19;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;971811,3773;2019-09-11;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;970844,3943;2020-10-27;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;969809,3451;2017-11-29;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;969659,0375;2017-04-02;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;968884,011;2020-09-18;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;968784,1841;2017-09-19;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;967842,1587;2017-12-24;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;967632,707;2017-09-09;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;965942,3104;2020-09-29;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;965907,85;2017-12-14;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
GAS TANKS INC.;965715,78;2018-10-10;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;965709,0094;2017-06-30;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GAS TANKS INC.;965286,43;2018-10-13;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;963173,9424;2018-10-19;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
GENERAL MANUFACTURING EQUIPMENT AS;958104,163;2020-09-23;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;954733,0404;2019-11-14;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;952665,13;2018-07-25;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;951530,9321;2019-06-04;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GENERAL MANUFACTURING EQUIPMENT AS;947386,1459;2020-04-29;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GAS TANKS INC.;946939,63;2018-10-26;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;946791,425;2017-06-05;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
GENERAL MANUFACTURING EQUIPMENT AS;946201,0855;2020-05-26;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
GENERAL MANUFACTURING EQUIPMENT AS;945032,7308;2019-09-24;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
GAS TANKS INC.;942669,49;2019-07-23;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GAS TANKS INC.;941588,57;2018-05-02;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;940425,2664;2019-08-25;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
ALL GOOD ALUMINIUM LTD;939792,03;2018-11-20;929514173;Norway;956934030,2;142109186,6;0,148504685;2018
